交通运输类,水上运输类,600307,港口与航道工程技术,
交通运输类,水上运输类,600308,港口与航运管理,
交通运输类,水上运输类,600309,港口物流管理,
交通运输类,水上运输类,600310,轮机工程技术,
交通运输类,水上运输类,600311,水上救捞技术,
交通运输类,水上运输类,600312,水路运输与海事管理,
交通运输类,水上运输类,600313,集装箱运输管理,
交通运输类,航空运输类,600401,民航运输,
交通运输类,航空运输类,600402,民航通信技术,
交通运输类,航空运输类,600403,定翼机驾驶技术,
交通运输类,航空运输类,600404,直升机驾驶技术,
交通运输类,航空运输类,600405,空中乘务,
交通运输类,航空运输类,600406,民航安全技术管理,
交通运输类,航空运输类,600407,民航空中安全保卫,
交通运输类,航空运输类,600408,机场运行,
交通运输类,航空运输类,600409,飞机机电设备维修,
交通运输类,航空运输类,600410,飞机电子设备维修,
交通运输类,航空运输类,600411,飞机部件修理,
交通运输类,航空运输类,600412,航空地面设备维修,
交通运输类,航空运输类,600413,机场场务技术与管理,
交通运输类,航空运输类,600414,航空油料,
交通运输类,航空运输类,600415,航空物流,
交通运输类,航空运输类,600416,通用航空器维修,
交通运输类,航空运输类,600417,通用航空航务技术,
交通运输类,航空运输类,600418,飞机结构修理,
交通运输类,管道运输类,600501,管道工程技术,
交通运输类,管道运输类,600502,管道运输管理,
交通运输类,城市轨道交通类,600601,城市轨道交通车辆技术,
交通运输类,城市轨道交通类,600602,城市轨道交通机电技术,
交通运输类,城市轨道交通类,600603,城市轨道交通通信信号技术,
交通运输类,城市轨道交通类,600604,城市轨道交通供配电技术,
交通运输类,城市轨道交通类,600605,城市轨道交通工程技术,
交通运输类,城市轨道交通类,600606,城市轨道交通运营管理,
交通运输类,邮政类,600701,邮政通信管理,
交通运输类,邮政类,600702,快递运营管理,
电子信息类,电子信息类,610101,电子信息工程技术,
电子信息类,电子信息类,610102,应用电子技术,
电子信息类,电子信息类,610103,微电子技术,
电子信息类,电子信息类,610104,智能产品开发,
电子信息类,电子信息类,610105,智能终端技术与应用,
电子信息类,电子信息类,610106,智能监控技术应用,
电子信息类,电子信息类,610107,汽车智能技术,
电子信息类,电子信息类,610108,电子产品质量检测,
电子信息类,电子信息类,610109,电子产品营销与服务,
电子信息类,电子信息类,610110,电子电路设计与工艺,
电子信息类,电子信息类,610111,电子制造技术与设备,
电子信息类,电子信息类,610112,电子测量技术与仪器,
电子信息类,电子信息类,610113,电子工艺与管理,
电子信息类,电子信息类,610114,声像工程技术,
电子信息类,电子信息类,610115,移动互联应用技术,
电子信息类,电子信息类,610116,光电技术应用,
电子信息类,电子信息类,610117,光伏工程技术,
电子信息类,电子信息类,610118,光电显示技术,
电子信息类,电子信息类,610119,物联网应用技术,
电子信息类,计算机类,610201,计算机应用技术,
电子信息类,计算机类,610202,计算机网络技术,
电子信息类,计算机类,610203,计算机信息管理,
电子信息类,计算机类,610204,计算机系统与维护,
电子信息类,计算机类,610205,软件技术,
电子信息类,计算机类,610206,软件与信息服务,
电子信息类,计算机类,610207,动漫制作技术,
电子信息类,计算机类,610208,嵌入式技术与应用,
电子信息类,计算机类,610209,数字展示技术,
电子信息类,计算机类,610210,数字媒体应用技术,
电子信息类,计算机类,610211,信息安全与管理,
电子信息类,计算机类,610212,移动应用开发,
电子信息类,计算机类,610213,云计算技术与应用,
电子信息类,计算机类,610214,电子商务技术,
电子信息类,计算机类,610215,大数据技术与应用,2016年增补,
电子信息类,通信类,610301,通信技术,
电子信息类,通信类,610302,移动通信技术,
电子信息类,通信类,610303,通信系统运行管理,
电子信息类,通信类,610304,通信工程设计与监理,
电子信息类,通信类,610305,电信服务与管理,
电子信息类,通信类,610306,光通信技术,
电子信息类,通信类,610307,物联网工程技术,
医药卫生类,临床医学类,620101K,临床医学,
医药卫生类,临床医学类,620102K,口腔医学,
医药卫生类,临床医学类,620103K,中医学,
医药卫生类,临床医学类,620104K,中医骨伤,
医药卫生类,临床医学类,620105K,针灸推拿,
医药卫生类,临床医学类,620106K,蒙医学,
医药卫生类,临床医学类,620107K,藏医学,
医药卫生类,临床医学类,620108K,维医学,
医药卫生类,临床医学类,620109K,傣医学,
医药卫生类,临床医学类,620110K,哈医学,
医药卫生类,护理类,620201,护理,
医药卫生类,护理类,620202,助产,
医药卫生类,药学类,620301,药学,
医药卫生类,药学类,620302,中药学,
医药卫生类,药学类,620303,蒙药学,
医药卫生类,药学类,620304,维药学,
医药卫生类,药学类,620305,藏药学,
医药卫生类,医学技术类,620401,医学检验技术,
医药卫生类,医学技术类,620402,医学生物技术,
医药卫生类,医学技术类,620403,医学影像技术,
医药卫生类,医学技术类,620404,医学美容技术,
医药卫生类,医学技术类,620405,口腔医学技术,
医药卫生类,医学技术类,620406,卫生检验与检疫技术,
医药卫生类,医学技术类,620407,眼视光技术,
医药卫生类,医学技术类,620408,放射治疗技术,
医药卫生类,医学技术类,620409,呼吸治疗技术,
医药卫生类,康复治疗类,620501,康复治疗技术,
医药卫生类,康复治疗类,620502,言语听觉康复技术,
医药卫生类,康复治疗类,620503,中医康复技术,
医药卫生类,公共卫生与卫生管理类,620601K,预防医学,
医药卫生类,公共卫生与卫生管理类,620602,公共卫生管理,
医药卫生类,公共卫生与卫生管理类,620603,卫生监督,
医药卫生类,公共卫生与卫生管理类,620604,卫生信息管理,
医药卫生类,人口与计划生育类,620701,人口与家庭发展服务,
医药卫生类,人口与计划生育类,620702,生殖健康服务与管理,
医药卫生类,健康管理与促进类,620801,健康管理,
医药卫生类,健康管理与促进类,620802,医学营养,
医药卫生类,健康管理与促进类,620803,中医养生保健,
医药卫生类,健康管理与促进类,620804,心理咨询,
医药卫生类,健康管理与促进类,620805,医疗设备应用技术,
医药卫生类,健康管理与促进类,620806,精密医疗器械技术,
医药卫生类,健康管理与促进类,620807,医疗器械维护与管理,
医药卫生类,健康管理与促进类,620808,康复工程技术,
医药卫生类,健康管理与促进类,620809,康复辅助器具技术,
医药卫生类,健康管理与促进类,620810,假肢与矫形器技术,
医药卫生类,健康管理与促进类,620811,老年保健与管理,
医药卫生类,健康管理与促进类,620812,医疗器械经营与管理,2016年增补,
财经商贸类,财政税务类,630101,财政,
财经商贸类,财政税务类,630102,税务,
财经商贸类,财政税务类,630103,资产评估与管理,
财经商贸类,财政税务类,630104,政府采购管理,
财经商贸类,金融类,630201,金融管理,
财经商贸类,金融类,630202,国际金融,
财经商贸类,金融类,630203,证券与期货,
财经商贸类,金融类,630204,信托与租赁,
财经商贸类,金融类,630205,保险,
财经商贸类,金融类,630206,投资与理财,
财经商贸类,金融类,630207,信用管理,
财经商贸类,金融类,630208,农村金融,
财经商贸类,金融类,630209,互联网金融,
财经商贸类,财务会计类,630301,财务管理,
财经商贸类,财务会计类,630302,会计,
财经商贸类,财务会计类,630303,审计,
财经商贸类,财务会计类,630304,会计信息管理,
财经商贸类,统计类,630401,信息统计与分析,
财经商贸类,统计类,630402,统计与会计核算,
